DEPCOM,Libelle_DOM,Libelle_SDOM,Libelle_TYPEQU,SIRET,TYPEQU
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,52762786300022,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,52762786300030,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,79078855800019,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,79453384400096,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,80084188400011,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,80928671900012,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,82058847300018,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,84840020600019,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,87798838600018,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,88091511100012,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,89891916200021,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,90206766900017,B204
42207,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,97946151400015,B204
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,34854527800015,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,37820985200011,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,37843801400011,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,39519092900079,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,41509814400017,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,41996695700013,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,47845579300461,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,47845579304661,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,48072842700018,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,53294731400029,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,53895932100018,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,75298263700015,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,78999821800018,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,79192024200058,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,79260994300016,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,79414251300017,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,80153281300012,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,80811141300015,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,80892598600024,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,82805050000010,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,83504105400015,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,84883119400024,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,88451016500019,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,89194239300010,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,89222980800019,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,89266960700012,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,89950322100017,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,90169379600020,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,90264633000016,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,90460435200016,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,90486530000019,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,91049623100010,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,97765990300016,B207
42207,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,98179268200016,B207
42207,Commerces,Commerces alimentaires,COMMERCE DE BOISSONS,83117161600012,B209
42207,Commerces,Commerces alimentaires,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,35301855900024,B208
42207,Commerces,Commerces alimentaires,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,45101139900024,B208
42207,Commerces,Commerces alimentaires,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,47920757300029,B208
42207,Commerces,Commerces alimentaires,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,79973336500024,B208
42207,Commerces,Commerces alimentaires,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,80830973600029,B208
42207,Commerces,Commerces alimentaires,ÉPICERIE,41976461800031,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,50094309700013,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,51144933200010,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,52841677900031,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,81747191500014,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,83179159500018,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,83522557400028,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,83522557400036,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,85261268800014,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,85343853900019,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,87984711900010,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,89524769000012,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,90858395800016,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,90858395800024,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,90897730900016,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,91187839500019,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,91190312800013,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,91756324900015,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,92208119500013,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,92360024100015,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,94990209200012,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,97868174000012,B202
42207,Commerces,Commerces alimentaires,ÉPICERIE,98073322400011,B202
42207,Commerces,Commerces alimentaires,POISSONNERIE,41434532200021,B206
42207,Commerces,Commerces alimentaires,SUPÉRETTE,53937772100011,B201
42207,Commerces,Commerces alimentaires,SUPÉRETTE,83227701600016,B201
42207,Commerces,Commerces alimentaires,SUPÉRETTE,84150577900014,B201
42207,Commerces,Commerces alimentaires,SUPÉRETTE,88848661000015,B201
42207,Commerces,Commerces alimentaires,SUPÉRETTE,90454175200013,B201
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE BIENS D’OCCASION,49904550800011,B323
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE BIENS D’OCCASION,81992851600031,B323
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE BIENS D’OCCASION,83420258200039,B323
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE BIENS D’OCCASION,94909745500016,B323
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE JEUX ET JOUETS,75034988800024,B318
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE JEUX ET JOUETS,84057451100027,B318
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE JEUX ET JOUETS,91824574700020,B318
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE TISSUS ET MERCERIE,33994926500203,B317
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE TISSUS ET MERCERIE,33994926500211,B317
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE TISSUS ET MERCERIE,33994926500245,B317
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE TISSUS ET MERCERIE,44391877601121,B317
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE TISSUS ET MERCERIE,48201571600012,B317
42207,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE TISSUS ET MERCERIE,90876948200013,B317
42207,Commerces,Commerces spécialisés non-alimentaires,DROGUERIE QUINCAILLERIE BRICOLAGE,92024800200015,B309
42207,Commerces,Commerces spécialisés non-alimentaires,DROGUERIE QUINCAILLERIE BRICOLAGE,95206806200019,B309
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,32933108600010,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,33957045900018,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,38943521502515,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,40239023100015,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,44210132500037,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,44351403900025,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,49294936700014,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,49357776100015,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,82186200000014,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,89952626300020,B312
42207,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,97950026100016,B312
42207,Commerces,Commerces spécialisés non-alimentaires,HORLOGERIE-BIJOUTERIE,42117138000072,B311
42207,Commerces,Commerces spécialisés non-alimentaires,HORLOGERIE-BIJOUTERIE,48015922700010,B311
42207,Commerces,Commerces spécialisés non-alimentaires,HORLOGERIE-BIJOUTERIE,63203695000236,B311
42207,Commerces,Commerces spécialisés non-alimentaires,HORLOGERIE-BIJOUTERIE,90176341700010,B311
42207,Commerces,Commerces spécialisés non-alimentaires,LIBRAIRIE,38973498900038,B324
42207,Commerces,Commerces spécialisés non-alimentaires,LIBRAIRIE,44843134600023,B324
42207,Commerces,Commerces spécialisés non-alimentaires,LIBRAIRIE,50219898900019,B324
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,42905447100017,B307
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,89192835000026,B307
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ÉQUIPEMENTS DU FOYER,34863333000017,B303
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ÉQUIPEMENTS DU FOYER,53519532500027,B303
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ÉQUIPEMENTS DU FOYER,81202084000029,B303
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ÉQUIPEMENTS DU FOYER,84826139200023,B303
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ÉQUIPEMENTS DU FOYER,88944059000012,B303
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ÉQUIPEMENTS DU FOYER,91303112600018,B303
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,30889601800014,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,34168433000101,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,49134955100011,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,49205606400016,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,50018038500063,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,51390328600013,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,84164656500017,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,89912595900010,B313
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE CHAUSSURES,41197063500024,B304
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE CHAUSSURES,82143580700028,B304
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE CHAUSSURES,91835619700015,B304
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,38509609400029,B315
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,50518275800027,B315
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,51946055400024,B315
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,82215106400109,B315
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,85061608700019,B315
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIELS DE TÉLÉCOMMUNICATION,45021743500038,B322
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIELS DE TÉLÉCOMMUNICATION,79165624200025,B322
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIELS DE TÉLÉCOMMUNICATION,88043815500017,B322
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MEUBLES,30935851300039,B306
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,30962161300087,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,38245605101986,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,39352894800010,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,41014646800187,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,43269271300030,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,43875419400035,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,50075470000028,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,53355168500027,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,75291890400018,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,80783206800017,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,82176167300010,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,82941727800027,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,83915627000010,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,88076773600015,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,88250837700018,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,88380303300025,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,88845643100012,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,90932467500018,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,91166280700013,B302
42207,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,91231689000025,B302
42207,Commerces,Commerces spécialisés non-alimentaires,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",41051163800018,B321
42207,Commerces,Commerces spécialisés non-alimentaires,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",45305797800042,B321
42207,Commerces,Commerces spécialisés non-alimentaires,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",52463185000012,B321
42207,Commerces,Commerces spécialisés non-alimentaires,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",78933375400024,B321
42207,Commerces,Commerces spécialisés non-alimentaires,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",82421335900022,B321
42207,Commerces,Commerces spécialisés non-alimentaires,MAROQUINERIE ET ARTICLES DE VOYAGE,31909827300026,B319
42207,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,49149087600019,B325
42207,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,53275975000013,B325
42207,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,81336896600012,B325
42207,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,81783357700015,B325
42207,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,88105547900011,B325
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,34867416904003,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,48017149500025,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,50457570500174,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,82888122700031,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,83405642600028,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,84910678600015,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,85229689600016,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,85300943900011,B310
42207,Commerces,Commerces spécialisés non-alimentaires,PARFUMERIE-COSMÉTIQUE,90190070400015,B310
42207,Commerces,Commerces spécialisés non-alimentaires,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,"",B326
42207,Commerces,Commerces spécialisés non-alimentaires,STATION-SERVICE,"",B316
42207,Commerces,Grandes surfaces,HYPERMARCHÉ ET GRAND MAGASIN,32532986000010,B104
42207,Commerces,Grandes surfaces,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,34326262218901,B105
42207,Commerces,Grandes surfaces,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,41200339400019,B105
42207,Commerces,Grandes surfaces,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,44433064101232,B105
42207,Commerces,Grandes surfaces,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,89306496400016,B105
42207,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,"",C109
42207,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21420207900056,C109
42207,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21420207900098,C109
42207,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21420207900171,C109
42207,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21420207900189,C109
42207,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21420207900296,C109
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900064,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900106,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900197,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900221,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900288,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900338,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900379,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21420207900387,C107
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900031,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900130,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900148,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900213,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900270,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900304,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21420207900395,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,33937967900014,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,77635604000035,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,77635607300010,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,77635609900015,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,77635611500027,C108
42207,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,81520062100010,C108
42207,Enseignement,Enseignement du second degré - premier cycle,COLLÈGE,19420968000017,C201
42207,Enseignement,Enseignement du second degré - premier cycle,COLLÈGE,19421486200014,C201
42207,Enseignement,Enseignement du second degré - premier cycle,COLLÈGE,19421688300018,C201
42207,Enseignement,Enseignement du second degré - premier cycle,COLLÈGE,77635604000027,C201
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT GÉNÉRAL ET/OU TECHNOLOGIQUE,19420040800012,C301
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT GÉNÉRAL ET/OU TECHNOLOGIQUE,77635604000019,C301
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,19420078800017,C302
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,19421736000016,C302
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,30870164800047,C302
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,77635604000019,C302
42207,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT TECHNIQUE ET/OU PROFESSIONNEL AGRICOLE,77635616400017,C303
42207,Enseignement,Enseignement supérieur non-universitaire,ÉCOLE DE FORMATION AUX PROFESSIONS SANITAIRES ET SOCIALES,26420396900136,C410
42207,Enseignement,Enseignement supérieur non-universitaire,ÉCOLE DE FORMATION AUX PROFESSIONS SANITAIRES ET SOCIALES,30870164800021,C410
42207,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,19420040800012,C610
42207,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,19420078800017,C610
42207,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,19421736000016,C610
42207,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,30870164800047,C610
42207,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,77635604000019,C610
42207,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,77635616400017,C610
42207,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
42207,Santé et action sociale,Action sociale pour enfants en bas-âge,CENTRES SOCIAUX,"",D506
42207,Santé et action sociale,Action sociale pour enfants en bas-âge,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,"",D502
42207,Santé et action sociale,Action sociale pour enfants en bas-âge,LIEUX D'ACCUEIL ENFANT-PARENT,"",D503
42207,Santé et action sociale,Action sociale pour enfants en bas-âge,RELAIS PETITE ENFANCE,"",D504
42207,Santé et action sociale,Action sociale pour handicapés,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT,26420094000015,D603
42207,Santé et action sociale,Action sociale pour handicapés,ADULTES HANDICAPÉS : ACCUEIL/HÉBERGEMENT,77567227213309,D603
42207,Santé et action sociale,Action sociale pour handicapés,ADULTES HANDICAPÉS : SERVICES D’AIDE,84277963900017,D604
42207,Santé et action sociale,Action sociale pour handicapés,ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE,77635569500037,D606
42207,Santé et action sociale,Action sociale pour handicapés,ENFANTS HANDICAPÉS : HÉBERGEMENT,77567227209091,D601
42207,Santé et action sociale,Action sociale pour handicapés,ENFANTS HANDICAPÉS : SERVICES À DOMICILE OU AMBULATOIRES,30064302000096,D602
42207,Santé et action sociale,Action sociale pour handicapés,TRAVAIL PROTÉGÉ,"",D605
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : HÉBERGEMENT,26420396900052,D401
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : HÉBERGEMENT,26421011300017,D401
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : HÉBERGEMENT,30917207000026,D401
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : HÉBERGEMENT,43392464400019,D401
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,"",D403
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,48937569100917,D403
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,77635569500037,D403
42207,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SOINS À DOMICILE,77635569500037,D402
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,AMBULANCE,33448795600057,D303
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,LABORATOIRE D ANALYSES ET DE BIOLOGIE MÉDICALE,"",D302
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,LABORATOIRE D ANALYSES ET DE BIOLOGIE MÉDICALE,40800987600058,D302
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,LABORATOIRE D ANALYSES ET DE BIOLOGIE MÉDICALE,43985149400088,D302
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,34373840700018,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,38489843300014,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,40382516900028,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,51342109900013,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,51937313800014,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,52365397000013,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,77560243600377,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,81031342900013,D307
42207,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,83777338100012,D307
